,date,visitor,home,visitor_score,home_score,visitor_first_downs,visitor_net_yards,visitor_total_plays,visitor_avg_gain,visitor_time_of_possession,home_first_downs,home_net_yards,home_total_plays,home_avg_gain,home_time_of_possession
1184,2010-11-28,Pittsburgh,Buffalo,19,16,28,426,83,5.1,45:23,19,329,64,5.1,27:23
1185,2010-11-28,Jacksonville,NY Giants,20,24,26,328,73,4.5,35:27,17,361,50,7.2,24:33
1201,2015-11-01,Detroit,Kansas City,10,45,16,276,58,4.8,25:46,24,340,63,5.4,34:14
1203,2015-11-01,Arizona,Cleveland,34,20,25,491,77,6.4,34:23,16,254,61,4.2,25:37
1204,2015-11-01,Tampa Bay,Atlanta,23,20,21,290,63,4.6,30:11,28,496,73,6.8,39:05
1205,2015-11-01,San Francisco,St. Louis,6,27,11,189,65,2.9,28:02,16,388,64,6.1,31:58
1206,2015-11-01,NY Giants,New Orleans,49,52,28,416,65,6.4,25:05,35,608,76,8.0,34:55
1207,2015-11-01,Minnesota,Chicago,23,20,17,327,56,5.8,27:18,18,305,59,5.2,32:42
1208,2015-11-01,San Diego,Baltimore,26,29,22,371,64,5.8,30:06,23,365,65,5.6,29:54
1210,2015-11-01,Cincinnati,Pittsburgh,16,10,16,296,64,4.6,29:51,21,356,67,5.3,30:09
1301,2016-10-16,Pittsburgh,Miami,15,30,15,297,53,5.6,23:30,24,474,68,7.0,36:30
1302,2016-10-16,Los Angeles,Detroit,28,31,23,387,55,7.0,27:48,20,348,58,6.0,32:12
1303,2016-10-16,Cincinnati,New England,17,35,20,357,65,5.5,32:03,25,437,61,7.2,27:57
1304,2016-10-16,Kansas City,Oakland,26,10,22,406,64,6.3,36:45,16,285,53,5.4,23:15
1305,2016-10-16,Atlanta,Seattle,24,26,22,362,64,5.7,29:51,22,333,65,5.1,30:09
1306,2016-10-23,NY Giants,Los Angeles,17,10,13,232,57,4.1,24:57,20,345,76,4.5,35:03
1307,2016-10-23,Indianapolis,Tennessee,34,26,26,422,65,6.5,32:30,26,331,68,4.9,27:30
1308,2016-10-16,Indianapolis,Houston,23,26,19,392,67,5.9,36:33,26,414,68,6.1,30:17
1309,2016-10-16,Dallas,Green Bay,30,16,24,424,62,6.8,29:50,24,372,67,5.6,30:10
1310,2016-10-17,NY Jets,Arizona,3,28,11,230,52,4.4,23:58,28,396,70,5.7,36:02
1311,2016-10-20,Chicago,Green Bay,10,26,13,189,45,4.2,20:24,32,406,81,5.0,39:36
1312,2016-10-23,New Orleans,Kansas City,21,27,27,463,71,6.5,32:38,20,326,52,6.3,27:22
1313,2016-10-23,Minnesota,Philadelphia,10,21,18,282,74,3.8,32:08,15,239,54,4.4,27:52
1340,2013-10-20,San Diego,Jacksonville,24,6,27,434,67,6.5,37:30,18,353,59,6.0,22:30
1341,2013-10-20,Cincinnati,Detroit,27,24,18,421,53,7.9,25:29,22,434,76,5.7,34:31
1342,2013-10-20,St. Louis,Carolina,15,30,15,317,59,5.4,26:40,21,282,57,4.9,33:20
1343,2013-10-20,Tampa Bay,Atlanta,23,31,23,337,75,4.5,37:49,15,291,44,6.6,22:11
1344,2013-10-20,San Francisco,Tennessee,31,17,19,349,64,5.5,35:46,15,368,57,6.5,24:14
1345,2013-10-20,Houston,Kansas City,16,17,14,294,54,5.4,27:48,20,357,68,5.2,32:12
1346,2013-10-20,Baltimore,Pittsburgh,16,19,19,287,61,4.7,28:59,17,286,55,5.2,31:01
1347,2013-10-20,Cleveland,Green Bay,13,31,17,216,68,3.2,26:38,26,357,66,5.4,33:22
1348,2013-10-21,Minnesota,NY Giants,7,23,13,206,68,3.0,23:38,17,257,73,3.5,36:22
1349,2013-10-27,Miami,New England,17,27,23,301,79,3.8,34:59,19,252,62,4.1,25:01
1350,2013-10-20,Denver,Indianapolis,33,39,23,429,73,5.9,28:13,19,334,71,4.7,31:47
1351,2013-10-27,Cleveland,Kansas City,17,23,13,340,52,6.5,23:55,20,331,71,4.7,36:05
1352,2013-10-24,Carolina,Tampa Bay,31,13,21,324,62,5.2,34:33,19,297,68,4.4,25:27
1353,2013-10-27,San Francisco,Jacksonville,42,10,25,398,55,7.2,28:29,20,318,70,4.5,31:31
1354,2012-11-04,Miami,Indianapolis,20,23,20,365,58,6.3,25:06,27,516,75,6.9,34:54
1355,2012-11-04,Tampa Bay,Oakland,42,32,23,515,63,8.2,28:04,25,424,75,5.7,31:56
1356,2012-11-04,Buffalo,Houston,9,21,17,304,57,5.3,25:57,21,374,61,6.1,34:03
1357,2012-11-04,Minnesota,Seattle,20,30,16,287,53,5.4,24:00,28,385,71,5.4,36:00
1358,2012-11-04,Denver,Cincinnati,31,23,20,359,61,5.9,30:37,22,366,72,5.1,29:23
1359,2012-11-04,Baltimore,Cleveland,25,15,18,282,62,4.5,31:32,17,290,65,4.5,28:28
1360,2012-11-04,Carolina,Washington,21,13,18,330,50,6.6,24:40,24,337,75,4.5,35:20
1361,2012-11-04,Dallas,Atlanta,13,19,18,377,54,7.0,27:17,21,453,63,7.2,32:43
1362,2012-11-04,Pittsburgh,NY Giants,24,20,22,349,69,5.1,35:15,13,182,48,3.8,24:45
1363,2012-11-05,Philadelphia,New Orleans,13,28,24,447,77,5.8,33:30,20,371,54,6.9,26:30
1364,2012-11-11,San Diego,Tampa Bay,24,34,23,426,65,6.6,36:41,12,279,43,6.5,23:19
1365,2012-11-08,Indianapolis,Jacksonville,27,10,24,359,65,5.5,35:46,20,337,63,5.3,24:14
1366,2011-11-13,Jacksonville,Indianapolis,17,3,18,251,64,3.9,35:21,13,212,57,3.7,24:39
1367,2011-11-13,NY Giants,San Francisco,20,27,21,395,70,5.6,34:36,16,305,52,5.9,25:24
1368,2012-11-11,Detroit,Minnesota,24,34,23,368,61,6.0,25:36,18,403,68,5.9,34:24
1369,2011-11-13,Buffalo,Dallas,7,44,20,271,49,5.5,25:28,24,433,61,7.1,34:32
1370,2011-11-13,Detroit,Chicago,13,37,22,393,84,4.7,30:54,12,216,57,3.8,29:06
1371,2011-11-13,Baltimore,Seattle,17,22,25,323,66,4.9,24:59,16,327,70,4.7,35:01
1372,2011-11-13,New England,NY Jets,37,16,21,389,67,5.8,30:07,22,378,69,5.5,29:53
1373,2011-11-17,NY Jets,Denver,13,17,22,318,71,4.5,32:12,11,229,56,4.1,27:48
1374,2011-11-20,Cincinnati,Baltimore,24,31,23,483,78,6.2,32:53,13,373,56,6.7,27:07
1375,2011-11-20,Jacksonville,Cleveland,10,14,23,303,71,4.3,30:53,20,334,54,6.2,29:07
1376,2011-11-14,Minnesota,Green Bay,7,45,14,266,59,4.5,26:42,23,356,66,5.4,33:18
1377,2011-11-20,Dallas,Washington,27,24,20,353,73,4.8,36:01,18,339,65,5.2,33:20
1378,2011-11-20,Tampa Bay,Green Bay,26,35,22,455,60,7.6,31:21,24,378,59,6.4,28:39
1379,2011-11-20,Buffalo,Miami,8,35,14,245,65,3.8,28:54,16,242,56,4.3,31:06
1380,2011-11-20,Carolina,Detroit,35,49,24,409,65,6.3,26:53,29,495,67,7.4,33:07
1381,2010-11-28,Tampa Bay,Baltimore,10,17,14,263,60,4.4,28:58,18,349,65,5.4,31:02
1382,2010-11-28,Philadelphia,Chicago,26,31,24,398,70,5.7,31:58,18,349,53,6.6,28:02
1383,2010-11-28,Kansas City,Seattle,42,24,28,503,80,6.3,41:03,13,288,51,5.6,18:57
1384,2010-11-28,St. Louis,Denver,36,33,24,431,74,5.8,34:17,24,449,62,7.2,25:43
1385,2010-11-29,San Francisco,Arizona,27,6,26,386,71,5.4,39:01,8,203,47,4.3,20:59
1386,2010-12-02,Houston,Philadelphia,24,34,27,431,64,6.7,28:11,22,416,63,6.6,31:49
1387,2010-11-28,San Diego,Indianapolis,36,14,18,301,59,5.1,35:38,16,303,62,4.9,24:22
1388,2010-12-05,Jacksonville,Tennessee,17,6,23,377,73,5.2,39:54,11,220,47,4.7,20:06
1389,2010-12-05,Denver,Kansas City,6,10,13,247,55,4.5,22:46,21,359,72,5.0,37:14
1390,2010-12-05,Buffalo,Minnesota,14,38,10,239,49,4.9,26:03,22,387,64,6.0,33:57
1391,2010-12-05,Chicago,Detroit,24,20,23,311,58,5.4,33:19,14,302,53,5.7,26:41
1393,2010-12-05,San Francisco,Green Bay,16,34,11,269,51,5.3,22:49,21,410,68,6.0,37:11
1394,2010-12-05,Cleveland,Miami,13,10,12,252,58,4.3,29:24,17,281,65,4.3,30:36
1395,2010-12-05,New Orleans,Cincinnati,34,30,19,436,53,8.2,27:27,21,311,62,5.0,32:33
1406,2015-11-01,Tennessee,Houston,6,20,15,211,58,3.6,31:08,14,270,61,4.4,28:52
1408,2015-11-01,NY Jets,Oakland,20,34,22,366,71,5.2,29:22,21,451,61,7.4,30:38
1409,2015-11-01,Seattle,Dallas,13,12,19,323,61,5.3,29:38,14,220,57,3.9,30:22
1410,2015-11-01,Green Bay,Denver,10,29,14,140,46,3.0,26:33,24,500,63,7.9,33:27
1411,2015-11-05,Cleveland,Cincinnati,10,31,13,213,53,4.0,23:57,23,371,66,5.6,36:03
1412,2015-11-02,Indianapolis,Carolina,26,29,19,359,84,4.3,36:00,17,379,73,5.2,33:38
1413,2015-11-08,Green Bay,Carolina,29,37,21,402,72,5.6,27:48,20,427,66,6.5,32:12
1414,2015-11-08,Washington,New England,10,27,16,250,56,4.5,22:55,27,460,76,6.1,37:05
1415,2015-11-08,Miami,Buffalo,17,33,29,397,62,6.4,28:47,18,420,51,8.2,31:13
1416,2015-11-08,Jacksonville,NY Jets,23,28,19,436,65,6.7,29:16,14,290,64,4.5,30:44
1417,2015-11-08,Tennessee,New Orleans,34,28,25,483,67,7.2,32:21,30,416,70,5.9,32:49
1418,2015-11-08,St. Louis,Minnesota,18,21,18,320,70,4.6,32:27,21,293,63,4.7,33:13
1422,2015-11-08,Oakland,Pittsburgh,35,38,24,440,69,6.4,27:56,27,597,81,7.4,32:04
1499,2016-10-23,Cleveland,Cincinnati,17,31,22,352,63,5.6,31:48,23,559,61,9.2,28:12
1501,2016-10-23,Oakland,Jacksonville,33,16,21,344,71,4.8,33:27,19,344,60,5.7,26:33
1502,2016-10-23,Baltimore,NY Jets,16,24,11,245,57,4.3,23:23,16,344,66,5.2,36:37
1504,2016-10-23,Washington,Detroit,17,20,26,413,70,5.9,34:59,19,344,51,6.7,25:01
1505,2016-10-23,Buffalo,Miami,25,28,16,267,54,4.9,22:58,26,454,67,6.8,37:02
1506,2016-10-23,Tampa Bay,San Francisco,34,17,27,513,73,7.0,33:49,20,273,66,4.1,26:11
1507,2016-10-23,New England,Pittsburgh,27,16,21,362,55,6.6,27:31,17,375,69,5.4,32:29
1508,2016-10-24,Houston,Denver,9,27,14,271,67,4.0,29:22,19,347,60,5.8,30:38
1509,2016-10-23,San Diego,Atlanta,33,30,26,426,75,5.7,35:29,21,386,63,6.1,30:30
1510,2016-10-27,Jacksonville,Tennessee,22,36,27,370,67,5.5,25:35,25,494,66,7.5,34:25
1511,2016-10-23,Seattle,Arizona,6,6,11,257,57,4.5,28:39,23,443,90,4.9,46:21
1512,2016-10-30,Kansas City,Indianapolis,30,14,20,422,71,5.9,33:36,18,277,62,4.5,26:24
1513,2016-10-30,Washington,Cincinnati,27,27,30,546,88,6.2,39:42,35,415,81,5.1,35:18
1514,2016-10-30,Oakland,Tampa Bay,30,24,27,626,85,7.4,44:12,18,270,61,4.4,29:03
1542,2013-10-27,NY Giants,Philadelphia,15,7,16,325,71,4.6,38:05,15,200,58,3.4,21:55
1543,2013-10-27,Dallas,Detroit,30,31,13,268,56,4.8,24:49,29,623,78,8.0,35:11
1544,2013-10-27,Buffalo,New Orleans,17,35,20,299,68,4.4,27:30,21,386,64,6.0,32:30
1545,2013-10-27,Washington,Denver,21,45,22,266,70,3.8,28:00,29,446,80,5.6,32:00
1546,2013-10-27,NY Jets,Cincinnati,9,49,15,240,65,3.7,33:17,20,402,56,7.2,26:43
1547,2013-10-27,Pittsburgh,Oakland,18,21,20,276,69,4.0,29:59,13,279,59,4.7,30:01
1548,2013-10-27,Atlanta,Arizona,13,27,20,292,79,3.7,34:19,17,348,51,6.8,25:41
1549,2013-10-28,Seattle,St. Louis,14,9,7,135,40,3.4,21:51,23,339,71,4.8,38:09
1550,2013-10-27,Green Bay,Minnesota,44,31,26,464,73,6.4,40:54,15,243,43,5.7,19:06
1551,2013-11-03,New Orleans,NY Jets,20,26,23,407,66,6.2,29:32,14,338,58,5.8,30:28
1552,2013-11-03,Kansas City,Buffalo,23,13,15,210,54,3.9,29:46,25,470,77,6.1,30:14
1553,2013-10-31,Cincinnati,Miami,20,22,28,465,93,5.0,40:02,15,345,61,5.7,28:20
1554,2013-11-03,Tennessee,St. Louis,28,21,22,363,61,6.0,27:09,21,363,69,5.3,32:51
1555,2013-11-03,Minnesota,Dallas,23,27,22,393,68,5.8,31:27,20,350,63,5.6,28:33
1556,2012-11-11,Atlanta,New Orleans,27,31,25,454,71,6.4,32:35,21,440,62,7.1,27:25
1557,2012-11-11,Buffalo,New England,31,37,35,481,71,6.8,33:50,27,347,68,5.1,26:10
1558,2012-11-11,NY Giants,Cincinnati,13,31,21,318,70,4.5,29:45,15,275,58,4.7,30:15
1559,2012-11-11,Denver,Carolina,36,14,18,360,61,5.9,28:26,19,250,64,3.9,31:34
1560,2012-11-11,Oakland,Baltimore,20,55,19,422,73,5.8,33:22,22,419,62,6.8,26:38
1561,2012-11-11,NY Jets,Seattle,7,28,11,185,50,3.7,23:49,20,363,67,5.4,36:11
1562,2012-11-11,St. Louis,San Francisco,24,24,27,458,80,5.7,40:45,25,341,64,5.3,34:15
1563,2012-11-11,Dallas,Philadelphia,38,23,14,294,54,5.4,27:58,23,369,66,5.6,32:02
1564,2012-11-11,Tennessee,Miami,37,3,17,293,60,4.9,33:13,13,255,56,4.6,26:47
1565,2012-11-11,Houston,Chicago,13,6,13,215,62,3.5,31:08,8,249,56,4.4,28:52
1566,2012-11-12,Kansas City,Pittsburgh,13,16,14,290,63,4.6,29:18,14,249,62,4.0,31:37
1567,2011-11-20,Seattle,St. Louis,24,7,16,289,68,4.2,35:00,13,185,62,3.0,25:00
1568,2012-11-18,NY Jets,St. Louis,27,13,17,289,65,4.4,33:03,15,281,65,4.3,26:57
1569,2011-11-20,Arizona,San Francisco,7,23,11,229,48,4.8,15:44,25,431,87,5.0,44:16
1570,2012-11-15,Miami,Buffalo,14,19,16,184,55,3.3,24:57,18,281,61,4.6,35:03
1571,2011-11-20,Oakland,Minnesota,27,21,22,301,68,4.4,35:44,20,311,62,5.0,24:16
1572,2011-11-20,San Diego,Chicago,20,31,15,332,48,6.9,26:50,23,378,64,5.9,33:10
1573,2011-11-20,Tennessee,Atlanta,17,23,17,298,59,5.1,23:01,25,432,68,6.4,36:59
1574,2011-11-20,Philadelphia,NY Giants,17,10,17,391,70,5.6,36:18,12,278,55,5.1,23:42
1575,2011-11-21,Kansas City,New England,3,34,16,334,67,5.0,31:30,20,380,65,5.8,28:30
1576,2011-11-24,Miami,Dallas,19,20,18,352,61,5.8,31:28,19,303,58,5.2,28:32
1577,2011-11-24,San Francisco,Baltimore,6,16,12,170,54,3.1,28:52,16,253,58,4.4,31:08
1578,2011-11-24,Green Bay,Detroit,27,15,18,349,53,6.6,29:12,23,409,67,6.1,30:48
1579,2011-11-27,Carolina,Indianapolis,27,19,22,377,65,5.8,36:17,17,323,54,6.0,23:43
1580,2011-11-27,Tampa Bay,Tennessee,17,23,15,308,60,5.1,26:37,18,352,71,5.0,33:23
1581,2011-11-27,Houston,Jacksonville,20,13,9,215,59,3.6,28:21,14,255,71,3.6,31:39
1582,2011-11-27,Arizona,St. Louis,23,20,16,374,64,5.8,33:59,12,272,56,4.9,26:01
1583,2010-12-05,Washington,NY Giants,7,31,19,338,64,5.3,25:32,22,358,61,5.9,34:28
1584,2010-12-05,Oakland,San Diego,28,13,22,368,69,5.3,38:39,18,286,51,5.6,21:21
1585,2010-12-05,Pittsburgh,Baltimore,13,10,17,288,65,4.4,34:08,14,269,57,4.7,25:52
1586,2010-12-05,Atlanta,Tampa Bay,28,24,20,290,63,4.6,28:00,19,325,69,4.7,32:00
1587,2010-12-05,Dallas,Indianapolis,38,35,24,368,74,5.0,40:00,24,405,65,6.2,27:05
1588,2010-12-05,St. Louis,Arizona,19,6,18,288,67,4.3,33:46,14,224,52,4.3,26:14
1589,2010-12-05,Carolina,Seattle,14,31,18,283,67,4.2,30:30,25,371,64,5.8,29:30
1590,2010-12-09,Indianapolis,Tennessee,30,28,21,399,68,5.9,32:31,22,365,64,5.7,27:29
1591,2010-12-06,NY Jets,New England,3,45,18,301,65,4.6,28:59,23,405,58,7.0,31:01
1592,2010-12-12,Tampa Bay,Washington,17,16,15,365,52,7.0,28:52,22,399,65,6.1,31:08
1593,2010-12-12,Atlanta,Carolina,31,10,24,327,73,4.5,34:50,13,288,58,5.0,25:10
1594,2010-12-12,Cincinnati,Pittsburgh,7,23,14,190,49,3.9,25:29,18,354,64,5.5,34:31
1597,2010-12-12,Oakland,Jacksonville,31,38,21,476,61,7.8,30:05,19,385,58,6.6,29:55
1609,2015-11-08,NY Giants,Tampa Bay,32,18,24,327,73,4.5,34:55,19,383,59,6.5,25:05
1610,2015-11-08,Denver,Indianapolis,24,27,16,309,51,6.1,21:21,27,365,77,4.7,38:39
1611,2015-11-08,Philadelphia,Dallas,33,27,25,459,72,6.4,25:42,25,411,71,5.8,38:19
1612,2015-11-08,Atlanta,San Francisco,16,17,17,302,61,5.0,32:08,18,318,64,5.0,27:52
1613,2015-11-09,Chicago,San Diego,22,19,25,446,70,6.4,33:35,19,339,63,5.4,26:25
1614,2015-11-12,Buffalo,NY Jets,22,17,13,280,64,4.4,33:16,15,318,59,5.4,26:44
1615,2015-11-15,Detroit,Green Bay,18,16,16,287,64,4.5,30:40,22,372,82,4.5,29:20
1616,2015-11-15,Dallas,Tampa Bay,6,10,12,216,53,4.1,30:04,23,330,67,4.9,29:56
1617,2015-11-15,Carolina,Tennessee,27,10,24,303,64,4.7,35:55,11,242,46,5.3,24:05
1618,2015-11-15,Chicago,St. Louis,37,13,17,397,63,6.3,34:22,12,285,59,4.8,25:38
1619,2015-11-15,Cleveland,Pittsburgh,9,30,20,342,65,5.3,32:43,22,459,59,7.8,27:17
1621,2015-11-15,New Orleans,Washington,14,47,16,350,55,6.4,26:26,23,510,59,8.6,33:34
1622,2015-11-15,Miami,Philadelphia,20,19,15,289,66,4.4,28:53,29,436,87,5.0,31:07
1707,2016-10-30,Seattle,New Orleans,20,25,15,359,54,6.6,23:48,28,375,72,5.2,36:12
1708,2016-10-30,Detroit,Houston,13,20,19,289,56,5.2,26:02,20,269,63,4.3,33:58
1709,2016-10-30,NY Jets,Cleveland,31,28,21,393,71,5.5,33:41,22,407,70,5.8,26:19
1710,2016-10-30,Green Bay,Atlanta,32,33,24,331,60,5.5,31:17,25,367,56,6.6,28:43
1711,2016-10-30,New England,Buffalo,41,25,23,357,61,5.9,29:51,25,376,68,5.5,30:09
1712,2016-10-30,Arizona,Carolina,20,30,22,340,64,5.3,29:12,19,349,64,5.5,30:48
1713,2016-10-30,San Diego,Denver,19,27,21,369,77,4.8,33:08,15,324,64,5.1,26:52
1714,2016-10-30,Philadelphia,Dallas,23,29,21,291,71,4.1,33:15,26,460,76,6.1,33:57
1715,2016-11-03,Atlanta,Tampa Bay,43,28,31,461,70,6.6,33:28,23,396,70,5.7,26:32
1716,2016-10-31,Minnesota,Chicago,10,20,15,258,60,4.3,27:19,19,403,61,6.6,32:41
1717,2016-11-06,NY Jets,Miami,23,27,18,331,53,6.2,29:38,20,274,62,4.4,30:22
1718,2016-11-06,Detroit,Minnesota,22,16,18,311,62,5.0,33:31,22,337,67,5.0,33:08
1719,2016-11-06,Philadelphia,NY Giants,23,28,21,443,74,6.0,32:40,16,302,61,5.0,27:20
1720,2016-11-06,Jacksonville,Kansas City,14,19,25,449,75,6.0,29:39,10,231,57,4.1,30:21
1721,2016-11-06,Dallas,Cleveland,35,10,29,423,70,6.0,39:39,13,222,44,5.0,20:21
1748,2013-11-03,Atlanta,Carolina,10,34,12,289,48,6.0,23:29,27,373,71,5.3,36:31
1749,2013-11-03,San Diego,Washington,24,30,25,410,63,6.5,25:58,27,500,72,6.9,40:03
1750,2013-11-03,Philadelphia,Oakland,49,20,21,542,57,9.5,22:06,29,560,92,6.1,37:54
1751,2013-11-03,Indianapolis,Houston,27,24,17,314,58,5.4,23:48,22,483,68,7.1,36:12
1752,2013-11-03,Tampa Bay,Seattle,24,27,24,350,65,5.4,36:37,26,415,61,6.8,30:12
1753,2013-11-03,Baltimore,Cleveland,18,24,18,278,67,4.1,29:10,19,315,68,4.6,30:50
1754,2013-11-03,Pittsburgh,New England,31,55,24,479,73,6.6,31:12,33,610,71,8.6,28:48
1755,2013-11-07,Washington,Minnesota,27,34,27,433,77,5.6,36:01,22,307,52,5.9,23:59
1756,2013-11-04,Chicago,Green Bay,27,20,25,442,75,5.9,33:09,17,312,55,5.7,26:51
1757,2013-11-10,Philadelphia,Green Bay,27,13,19,415,58,7.2,25:36,23,396,75,5.3,34:24
1758,2013-11-10,Buffalo,Pittsburgh,10,23,16,227,64,3.5,24:44,19,300,67,4.5,35:16
1759,2013-11-10,Jacksonville,Tennessee,29,27,13,214,56,3.8,29:24,19,362,70,5.2,30:36
1760,2013-11-10,Detroit,Chicago,21,19,21,364,61,6.0,28:25,19,338,71,4.8,31:35
1761,2013-11-10,Cincinnati,Baltimore,17,20,21,364,87,4.2,37:58,18,189,71,2.7,31:35
1762,2013-11-10,Oakland,NY Giants,20,24,12,213,55,3.9,27:58,19,251,63,4.0,32:02
1763,2012-11-18,Arizona,Atlanta,19,23,7,178,56,3.2,27:19,20,354,71,5.0,32:41
1764,2012-11-18,Tampa Bay,Carolina,27,21,25,403,77,5.2,32:30,18,331,65,5.1,31:50
1766,2012-11-18,Cleveland,Dallas,20,23,19,311,70,4.4,30:43,30,320,78,4.1,38:10
1767,2012-11-18,Cincinnati,Kansas City,28,6,22,409,69,5.9,35:22,16,284,60,4.7,24:38
1768,2012-11-18,Green Bay,Detroit,24,20,16,314,59,5.3,30:18,19,362,68,5.3,29:42
1769,2012-11-18,Jacksonville,Houston,37,43,17,458,66,6.9,31:19,39,653,92,7.1,41:40
1770,2012-11-18,Philadelphia,Washington,6,31,16,257,71,3.6,31:24,15,361,51,7.1,28:36
1771,2012-11-18,Baltimore,Pittsburgh,13,10,12,200,57,3.5,27:09,17,309,69,4.5,32:51
1772,2012-11-18,New Orleans,Oakland,38,17,19,380,56,6.8,28:36,24,404,69,5.9,31:24
1773,2012-11-18,Indianapolis,New England,24,59,28,448,75,6.0,32:55,25,446,60,7.4,27:05
1774,2012-11-18,San Diego,Denver,23,30,13,277,67,4.1,31:18,21,386,70,5.5,28:42
1775,2012-11-19,Chicago,San Francisco,7,32,12,143,56,2.6,29:55,18,353,54,6.5,30:05
1776,2012-11-22,Houston,Detroit,34,31,26,501,78,6.4,35:38,29,525,87,6.0,37:01
1777,2011-11-27,Buffalo,NY Jets,24,28,21,336,70,4.8,36:11,20,318,58,5.5,23:49
1778,2011-11-27,Cleveland,Cincinnati,20,23,17,274,66,4.2,28:26,18,389,65,6.0,31:34
1779,2011-11-27,Minnesota,Atlanta,14,24,12,226,53,4.3,25:21,22,335,65,5.2,34:39
1780,2011-11-27,New England,Philadelphia,38,20,29,457,71,6.4,32:43,23,466,67,7.0,27:17
1781,2011-11-27,Chicago,Oakland,20,25,18,401,67,6.0,29:58,17,341,68,5.0,30:02
1782,2011-11-27,Washington,Seattle,23,17,22,416,65,6.4,33:20,15,250,62,4.0,26:40
1783,2011-11-27,Denver,San Diego,16,13,18,349,70,5.0,37:08,20,344,75,4.6,37:23
1784,2011-11-28,NY Giants,New Orleans,24,49,29,465,70,6.6,31:28,31,577,69,8.4,28:32
1785,2011-11-27,Pittsburgh,Kansas City,13,9,18,290,60,4.8,33:30,15,252,63,4.0,26:30
1786,2011-12-04,NY Jets,Washington,34,19,16,266,62,4.3,32:12,17,304,71,4.3,27:48
1787,2011-12-04,Kansas City,Chicago,10,3,13,252,70,3.6,32:42,11,181,55,3.3,27:18
1788,2011-12-01,Philadelphia,Seattle,14,31,20,330,56,5.9,29:40,15,347,52,6.7,30:20
1789,2011-12-04,Atlanta,Houston,10,17,18,337,65,5.2,24:56,20,337,72,4.7,35:04
1790,2010-12-12,Green Bay,Detroit,3,7,13,258,61,4.2,29:12,15,286,65,4.4,30:48
1791,2010-12-12,Cleveland,Buffalo,6,13,9,187,46,4.1,23:50,19,323,67,4.8,36:10
1792,2011-12-04,Tennessee,Buffalo,23,17,18,317,57,5.6,28:14,18,386,70,5.5,31:46
1793,2010-12-12,Seattle,San Francisco,21,40,20,361,65,5.6,29:07,10,336,56,6.0,30:53
1794,2010-12-12,St. Louis,New Orleans,13,31,14,327,59,5.5,26:59,22,345,70,4.9,33:01
1795,2010-12-12,New England,Chicago,36,7,27,475,78,6.1,39:41,12,185,42,4.4,20:19
1796,2010-12-13,NY Giants,Minnesota,21,3,21,395,66,6.0,32:42,10,164,61,2.7,27:18
1797,2010-12-12,Miami,NY Jets,10,6,6,131,56,2.3,26:12,14,280,81,3.5,33:48
1798,2010-12-12,Philadelphia,Dallas,30,27,18,429,55,7.8,27:51,22,349,60,5.8,32:09
1799,2010-12-12,Denver,Arizona,13,43,20,288,73,3.9,29:39,21,357,72,5.0,30:21
1800,2010-12-12,Kansas City,San Diego,0,31,5,67,41,1.6,19:50,25,426,69,6.2,40:10
1801,2010-12-19,Jacksonville,Indianapolis,24,34,20,356,61,5.8,30:22,19,376,64,5.9,29:38
1802,2010-12-13,Baltimore,Houston,34,28,19,253,62,4.1,31:18,28,489,86,5.7,31:47
1803,2010-12-16,San Francisco,San Diego,7,34,11,192,50,3.8,22:49,24,374,67,5.6,37:11
1804,2010-12-19,Kansas City,St. Louis,27,13,21,383,74,5.2,31:44,14,224,67,3.3,28:16
1818,2015-11-15,Minnesota,Oakland,30,14,21,385,59,6.5,33:01,20,371,64,5.8,26:59
1819,2015-11-15,Jacksonville,Baltimore,22,20,22,258,70,3.7,30:32,22,397,67,5.9,29:28
1820,2015-11-19,Tennessee,Jacksonville,13,19,22,316,65,4.9,31:35,18,308,58,5.3,28:25
1821,2015-11-15,New England,NY Giants,27,26,22,406,68,6.0,31:36,21,422,70,6.0,28:24
1822,2015-11-15,Kansas City,Denver,29,13,13,303,65,4.7,33:27,18,221,65,3.4,26:33
1823,2015-11-22,Oakland,Detroit,13,18,13,216,47,4.6,23:58,22,375,70,5.4,36:02
1824,2015-11-16,Houston,Cincinnati,10,6,16,256,61,4.2,28:34,16,256,62,4.1,31:26
1825,2015-11-22,Indianapolis,Atlanta,24,21,17,276,61,4.5,32:39,21,375,71,5.3,27:21
1826,2015-11-15,Arizona,Seattle,39,32,30,451,83,5.4,38:52,18,343,52,6.6,21:08
1827,2015-11-22,NY Jets,Houston,17,24,16,267,63,4.2,26:41,19,364,73,5.0,33:19
1828,2015-11-22,Denver,Chicago,17,15,21,389,68,5.7,33:13,19,347,59,5.9,26:47
1829,2015-11-22,Tampa Bay,Philadelphia,45,17,25,521,72,7.2,35:54,21,383,72,5.3,24:06
1832,2015-11-22,St. Louis,Baltimore,13,16,13,213,56,3.8,27:08,16,388,73,5.3,32:52
1899,2016-11-06,New Orleans,San Francisco,41,23,29,571,82,7.0,38:53,19,486,57,8.5,21:07
1900,2016-11-06,Pittsburgh,Baltimore,14,21,15,277,65,4.3,27:50,13,274,63,4.3,32:10
1901,2016-11-06,Indianapolis,Green Bay,31,26,22,355,66,5.4,30:03,25,405,65,6.2,29:57
